country,lat,long,color,date,gender
Brazil,-21.53194,-42.64306,#b84004,7/15/2016,Male
China,39.22472,117.74889,#38f0de,9/5/2016,Female
Brazil,-16.46111,-49.96167,#f919a0,2/13/2017,Male
Venezuela,10.43398,-66.87662,#b45552,9/8/2016,Male
Russia,43.49806,43.61889,#abb04c,1/22/2017,Female
Poland,49.67432,20.07992,#85f4e2,7/12/2016,Female
Nepal,28.23417,82.41278,#2dab7b,9/27/2016,Male
Ecuador,-3.99313,-79.20422,#9e5035,7/7/2016,Female
Mongolia,48.23333,91.91667,#177266,1/3/2017,Male
China,48.59794,124.53609,#bca6bf,9/9/2016,Female
China,33.48756,112.44042,#2caf19,12/4/2016,Female
Croatia,45.345,18.46222,#d40822,5/30/2017,Female
Philippines,14.96668,120.61183,#e0a16c,9/20/2016,Male
Russia,54.42766,50.80511,#05492c,6/23/2016,Female
Czech Republic,49.19177,16.77146,#cfe7b2,1/26/2017,Female
Russia,52.68405,41.41752,#68c48e,11/17/2016,Male
Nigeria,5.10658,7.36667,#76b752,6/6/2017,Female
Russia,54.14961,48.38907,#b4054c,11/6/2016,Female
China,28.7,115.38333,#a2243b,6/30/2016,Female
Brazil,-20.31944,-40.33778,#7f9d9a,9/27/2016,Male
Niger,13.95532,7.67122,#66710f,10/6/2016,Female
China,25.42837,103.75455,#dd536e,10/2/2016,Male
Democratic Republic of the Congo,3.65332,18.63566,#03a3fa,12/22/2016,Male
France,45.1487,5.7493,#d39229,2/14/2017,Female
Indonesia,-8.3512,112.7438,#dd6843,4/28/2017,Male
Macedonia,41.99306,21.59111,#2eb05a,10/10/2016,Female
Indonesia,-7.3878,108.8695,#09d491,1/19/2017,Male
Portugal,39.1595,-9.2619,#02a1cb,6/15/2016,Female
China,24.94896,115.74358,#1579bc,5/5/2017,Male
China,29.90989,118.57532,#e0d07f,11/30/2016,Male
China,22.76667,103.25,#5e8fd7,11/7/2016,Female
Poland,49.97971,19.10471,#84bf3a,12/25/2016,Male
Portugal,40.0417,-7.55,#5384e1,11/8/2016,Female
Indonesia,-6.8621,115.2645,#961e51,2/15/2017,Male
Indonesia,-8.2824,125.0434,#4f3e60,10/16/2016,Male
Brazil,-23.08842,-47.2119,#4e3580,2/27/2017,Male
Indonesia,-5.31812,104.74152,#b56206,11/12/2016,Female
Chile,-39.36708,-72.63087,#0cbc8b,8/29/2016,Female
Argentina,-26.40842,-54.69463,#9f5628,10/11/2016,Female
Spain,39.5694,2.6502,#9ce1d4,10/20/2016,Male
Afghanistan,34.30157,62.2465,#282c42,1/19/2017,Male
Brazil,-21.71028,-47.47806,#e88be8,9/17/2016,Female
Argentina,-38.54726,-58.73675,#3ed03b,1/9/2017,Female
Poland,51.72501,23.08743,#04d07f,12/24/2016,Male
Cameroon,6.25,10.26667,#cb6375,8/13/2016,Male
China,29.01573,111.54951,#21dde9,3/16/2017,Female
Liberia,6.53,-10.35167,#fe673b,1/3/2017,Male
Russia,48.22258,135.05966,#5de0a8,7/15/2016,Male
Jamaica,18.00747,-76.78319,#4ded56,1/21/2017,Female
Portugal,40.7667,-8.1,#c92b2a,12/30/2016,Female
Vietnam,17.06836,107.0052,#72748a,6/5/2017,Male
China,36.93333,122.38778,#e5c5b0,12/4/2016,Female
Dominican Republic,18.76278,-69.25681,#874e7d,6/15/2016,Female
Marshall Islands,6.0815,171.73502,#bba3da,4/23/2017,Male
Finland,62.2,22.65,#97dad5,8/11/2016,Male
Russia,51.41945,39.61248,#9ae764,7/23/2016,Male
Guatemala,14.41667,-91.18333,#37f9b6,4/11/2017,Male
Indonesia,-6.9222,112.1412,#f11ec6,6/1/2017,Female
China,28.42259,109.35732,#5cfb4f,10/6/2016,Male
Argentina,-34.72418,-58.25265,#412b48,11/17/2016,Male
China,25.26398,116.41621,#ee68f0,10/23/2016,Male
Russia,55.30333,53.19472,#d7af4f,3/10/2017,Male
Democratic Republic of the Congo,2.14838,27.99466,#96d831,2/13/2017,Female
China,24.8479,103.13447,#ada273,3/26/2017,Female
Indonesia,-8.7955,121.6347,#4d7bf8,10/30/2016,Female
China,38.95462,100.47237,#ec1f73,1/20/2017,Female
Ukraine,46.45135,33.86889,#60eaf2,5/3/2017,Female
China,43.67002,81.5431,#25d78f,5/2/2017,Female
China,30.43067,108.79436,#4ff7cb,8/19/2016,Male
China,44.124,127.53072,#033d18,8/28/2016,Male
Indonesia,-7.50611,109.0625,#5864c0,12/15/2016,Male
France,45.65,0.15,#9995e2,1/28/2017,Female
Poland,49.89154,20.86081,#41f251,6/16/2016,Female
Israel,32.83694,35.40029,#8e81b1,5/9/2017,Male
Czech Republic,50.4244,14.38993,#7644f9,12/12/2016,Female
Mexico,18.0181,-96.1704,#fdf2ab,2/7/2017,Male
Indonesia,-8.2987,113.5076,#5bfbf5,4/5/2017,Female
Philippines,13.7501,121.41492,#93af66,4/7/2017,Male
Bangladesh,25.03858,91.6815,#2ec6ca,11/5/2016,Male
Nigeria,8.23333,4.81667,#68a885,8/1/2016,Male
Hungary,47.5,19.0833,#a8b907,1/14/2017,Male
Mauritania,16.61659,-11.40453,#2a24b2,7/2/2016,Female
Chile,-32.45242,-71.23106,#0d3920,12/2/2016,Female
Philippines,7.50972,124.37139,#bfb30f,9/13/2016,Male
Russia,53.4203,83.521,#9b897c,1/23/2017,Female
Peru,-15.50611,-73.47917,#03030f,10/6/2016,Male
Peru,-14.42139,-72.91194,#ce3f48,8/21/2016,Male
Indonesia,-6.6962,111.0817,#b8e24a,7/21/2016,Female
Indonesia,-8.6136,120.4721,#b910f3,9/3/2016,Male
France,48.6848,2.2049,#54af95,7/1/2016,Male
China,35.16278,112.865,#fcf841,5/30/2017,Male
Ukraine,48.48179,22.8217,#2ef1f3,7/30/2016,Male
Indonesia,-8.3666,112.7135,#1a76d6,4/5/2017,Female
China,30.49776,112.90237,#d9fbc5,6/28/2016,Female
Philippines,9.14028,117.78167,#c126ae,7/13/2016,Male
Belgium,50.4667,4.8667,#d7be6d,1/8/2017,Male
Indonesia,-7.0967,113.6588,#81fb61,1/22/2017,Female
Philippines,16.57588,121.18764,#6d1f0a,2/7/2017,Female
Sweden,59.36,18.0009,#2534b3,3/8/2017,Female
China,34.83477,108.26466,#5a25fc,11/19/2016,Male
China,28.23177,120.99056,#4897bc,3/13/2017,Male
Poland,52.26931,21.90974,#e06801,12/11/2016,Male
